Student_ID,Name,Program,Year,Email
S3631,Juan Jackson,Computer Science,1st,george89@example.org
S3632,Ryan Garcia,Data Science,1st,dandrews@example.com
S3633,Sarah Pham,Data Science,3rd,vwhite@example.com
S3634,Tiffany Singleton,Data Science,1st,jsmith@example.net
S3635,Jason Woods,Computer Science,4th,greenchristina@example.com
S3636,Shannon Cox,Business Analytics,4th,katherineperkins@example.org
S3637,Jacqueline Pena,Business Analytics,4th,cyoung@example.net
S3638,Diana Long,Data Science,4th,htran@example.net
S3639,Peter Bell,Business Analytics,3rd,garciabrandon@example.org
S3640,Tonya Reed,Business Analytics,2nd,smithlori@example.org
S3641,Richard Zamora,Engineering,1st,ortizjustin@example.com
S3642,Cassandra Levine,Business Analytics,1st,hendersonchristopher@example.net
S3643,Justin Myers,Data Science,1st,vincent02@example.net
S3644,Terrance Vaughn,Business Analytics,3rd,ann65@example.com
S3645,Albert Jones,Business Analytics,3rd,rebeccaprice@example.org
S3646,Julian Johnson,Data Science,4th,djones@example.net
S3647,Robert Webb,Business Analytics,3rd,hickssheila@example.net
S3648,Dawn Simmons,Engineering,4th,ngray@example.net
S3649,Kim Cook,Engineering,2nd,taylorterry@example.org
S3650,Anne Mathews,Data Science,4th,gregory85@example.net
S3651,Kimberly Smith,Data Science,4th,baileylisa@example.net
S3652,Troy Roach,Engineering,4th,nguyenrachel@example.net
S3653,Samantha Ramirez,Data Science,3rd,connor67@example.org
S3654,Alyssa Oconnor,Business Analytics,3rd,willie09@example.com
S3655,Joshua Bell,Engineering,4th,grace36@example.net
S3656,Benjamin Martinez,Engineering,3rd,susan63@example.net
S3657,Anthony Benjamin,Engineering,4th,carlaphillips@example.com
S3658,Leslie Johnson,Business Analytics,4th,johnsonpaula@example.com
S3659,Rebecca Dillon,Computer Science,4th,charleswilson@example.com
S3660,Nicole Garrett,Computer Science,4th,donaldallen@example.net
S3661,Curtis Richardson,Engineering,2nd,ehunter@example.net
S3662,Garrett Martinez,Engineering,2nd,jennifer80@example.net
S3663,James Rodriguez,Data Science,1st,sarah55@example.org
S3664,Albert Barnett,Business Analytics,4th,gross@example.org
S3665,Angel Hogan,Engineering,3rd,deborahschwartz@example.org
S3666,Susan Munoz,Engineering,1st,thomasgonzalez@example.com
S3667,Robert Dunn,Computer Science,2nd,anthony13@example.net
S3668,Christopher Lowery,Data Science,4th,george86@example.com
S3669,Dylan Cain,Computer Science,3rd,christopher58@example.net
S3670,Lisa Lucas,Data Science,2nd,kpatel@example.net
S3671,Linda Shaw,Computer Science,4th,nwalker@example.org
S3672,Louis Cooper,Business Analytics,4th,whitetammy@example.com
S3673,Shane Patterson,Computer Science,3rd,bwebb@example.com
S3674,Michael Smith,Data Science,2nd,hobbsangela@example.com
S3675,Julie Campbell,Computer Science,1st,khall@example.net
S3676,Chad Turner,Data Science,3rd,daviddavila@example.org
S3677,Jim Long,Data Science,2nd,xcain@example.net
S3678,Wesley Santos,Engineering,4th,nathanielmoore@example.org
S3679,April Rubio,Data Science,4th,kathy29@example.net
S3680,Lawrence Gilbert,Computer Science,3rd,wwilliams@example.org
S3681,Timothy Lopez,Business Analytics,3rd,walter58@example.org
S3682,Kellie Cox,Computer Science,3rd,underwoodcindy@example.net
S3683,Stephen Kelly,Engineering,2nd,richardsonmatthew@example.net
S3684,Adrian Osborne,Computer Science,1st,ycarey@example.com
S3685,Mary Clarke DDS,Computer Science,3rd,rachelhall@example.org
S3686,Peter Mendoza,Computer Science,2nd,jason81@example.com
S3687,Tonya Jimenez,Computer Science,2nd,jclark@example.com
S3688,Richard Lawson,Computer Science,2nd,samuel30@example.net
S3689,William Young,Business Analytics,2nd,aaronmurphy@example.net
S3690,Carol Gomez,Computer Science,3rd,fmckinney@example.com
S3691,Teresa Kline,Business Analytics,2nd,johnstewart@example.org
S3692,Matthew Simpson DVM,Business Analytics,4th,amartinez@example.com
S3693,Shelby Heath,Data Science,1st,adkinsdavid@example.com
S3694,Lisa Brown,Business Analytics,3rd,stonedylan@example.org
S3695,Gregory Scott,Computer Science,1st,timothy47@example.com
S3696,Spencer Davis,Computer Science,4th,bellshelby@example.org
S3697,Lisa Howe,Computer Science,1st,jamie07@example.com
S3698,Dominique Larsen,Engineering,3rd,thomasarthur@example.com
S3699,Shannon Elliott,Business Analytics,2nd,pughlaurie@example.net
S3700,Tonya Scott,Computer Science,2nd,kschmidt@example.org
S3701,Joshua Meyer,Data Science,4th,qwright@example.org
S3702,Ian Stephens,Data Science,4th,conleyadam@example.net
S3703,Eric Dunn,Engineering,1st,latoyarobinson@example.com
S3704,Ashley Hughes,Business Analytics,2nd,jonathan84@example.com
S3705,Maurice Trevino MD,Business Analytics,3rd,timothy44@example.com
S3706,Steve Ramirez,Business Analytics,3rd,staffordsarah@example.org
S3707,Caleb Hamilton,Engineering,3rd,joseph89@example.com
S3708,Sean Ingram,Data Science,2nd,jonathan22@example.net
S3709,Kenneth Porter,Engineering,2nd,kstein@example.org
S3710,Michelle Walker,Business Analytics,4th,ijordan@example.com
S3711,Kaitlyn Smith,Computer Science,1st,kristin81@example.com
S3712,Paul Boyd,Data Science,3rd,aaron94@example.net
S3713,Robert Chase,Computer Science,4th,steven65@example.net
S3714,Lori Mendoza,Business Analytics,2nd,christine46@example.org
S3715,Patrick Perry,Data Science,2nd,uball@example.com
S3716,Russell Rodriguez,Computer Science,2nd,jasmine74@example.com
S3717,Melissa Murphy,Business Analytics,1st,benitezsonya@example.org
S3718,Andrew French,Computer Science,1st,shane10@example.org
S3719,Michael Rivera,Engineering,1st,rebecca32@example.com
S3720,Christopher Lee,Business Analytics,2nd,christopherporter@example.net
S3721,Melissa Thomas,Data Science,3rd,nbarrett@example.net
S3722,Brandon Smith,Engineering,2nd,john84@example.org
S3723,Lisa Vance,Business Analytics,4th,vincent41@example.com
S3724,Amanda Jones,Business Analytics,2nd,shane51@example.org
S3725,Jacqueline Ramirez,Business Analytics,4th,nmendoza@example.org
S3726,Jason Wiggins MD,Computer Science,4th,chavezbradley@example.com
S3727,Amanda Schultz,Business Analytics,2nd,antoniowebb@example.org
S3728,Rachel Jones,Data Science,3rd,heatheroneal@example.com
S3729,Mary Long,Business Analytics,4th,jasonrodriguez@example.com
S3730,Michael Vega,Business Analytics,2nd,zthomas@example.net
S3731,Kevin Smith,Business Analytics,4th,michael82@example.net
S3732,Alyssa Nelson,Business Analytics,4th,dicksonalan@example.org
S3733,Kevin Wallace,Business Analytics,3rd,sherrymclaughlin@example.org
S3734,Eric Mooney,Computer Science,4th,keith85@example.org
S3735,Brandy Taylor,Data Science,4th,mburgess@example.org
S3736,Lori Scott,Engineering,2nd,vcardenas@example.org
S3737,Bryan Smith,Engineering,4th,jeffreyjacobs@example.com
S3738,Michael King,Computer Science,2nd,millercynthia@example.org
S3739,Tina Page,Business Analytics,1st,blankenshipdanielle@example.net
S3740,Matthew Kane,Business Analytics,4th,kennethtorres@example.com
S3741,Jessica Garcia,Business Analytics,4th,jenniferbradley@example.org
S3742,Michael Morris,Engineering,1st,sandovalvictoria@example.org
S3743,Kristine Chase,Computer Science,1st,kerrbrian@example.org
S3744,Alexander Obrien,Data Science,4th,denise44@example.com
S3745,Kevin Rios,Engineering,2nd,georgeguerrero@example.com
S3746,John Thompson,Computer Science,3rd,yorkjoel@example.net
S3747,Anna Carter,Business Analytics,3rd,taylorkeith@example.com
S3748,Steven Mitchell,Computer Science,2nd,peterwright@example.com
S3749,Jason Costa,Business Analytics,2nd,aaron13@example.net
S3750,Curtis Lawrence,Data Science,1st,angela14@example.org
S3751,Kathleen Lawrence,Computer Science,1st,seandavis@example.com
S3752,Jennifer Marshall,Data Science,2nd,landerson@example.org
S3753,Janice Brown,Data Science,3rd,dlopez@example.com
S3754,Laura Ritter,Computer Science,4th,rperez@example.net
S3755,Katherine Martinez,Business Analytics,3rd,klineseth@example.net
S3756,Tricia Rocha,Business Analytics,1st,julieclark@example.org
S3757,Maria Shaw,Business Analytics,3rd,ryanpatterson@example.org
S3758,Kimberly Franklin,Computer Science,4th,kyle83@example.com
S3759,Michael Hughes,Business Analytics,3rd,christophertaylor@example.net
S3760,Matthew Anderson,Computer Science,4th,amberdoyle@example.net
S3761,Derek Doyle,Engineering,2nd,tracyallen@example.net
S3762,Billy Robinson,Computer Science,1st,daynicole@example.com
S3763,Joseph Gillespie,Business Analytics,4th,cervantesjeffrey@example.com
S3764,Patrick Dean,Data Science,1st,matthew14@example.org
S3765,Ryan Mitchell,Engineering,4th,amy01@example.org
S3766,Lisa Guerra,Engineering,3rd,tylerdylan@example.net
S3767,Juan Spencer,Data Science,2nd,wallacecrystal@example.com
S3768,Martha Mahoney,Data Science,4th,ydavenport@example.net
S3769,Sherry Barrera,Business Analytics,1st,timothyphillips@example.net
S3770,Kathleen Caldwell,Data Science,2nd,buckjulie@example.net
S3771,Lauren Thomas,Computer Science,4th,charlesabbott@example.net
S3772,Bonnie Edwards,Computer Science,3rd,jessicasolis@example.org
S3773,Brenda Brooks,Computer Science,3rd,kimberlywest@example.net
S3774,Lucas Coleman,Computer Science,1st,johnsricky@example.net
S3775,Robert Cuevas,Business Analytics,1st,veronica62@example.org
S3776,William Reeves,Computer Science,3rd,michael92@example.net
S3777,Dylan Branch,Engineering,2nd,williamcarlson@example.net
S3778,Dr. Matthew Lawson PhD,Business Analytics,3rd,davidserrano@example.net
S3779,Angela Burton,Engineering,4th,erica44@example.org
S3780,Megan Davis,Computer Science,4th,dawnharris@example.com
S3781,Bryan Weaver,Engineering,1st,codyfisher@example.net
S3782,Jeremy Thomas,Data Science,2nd,hchavez@example.net
S3783,Wanda Clark,Data Science,3rd,kennethross@example.org
S3784,John Bradley,Engineering,3rd,navarrovictor@example.net
S3785,Ms. Tamara Cox,Engineering,3rd,melissasampson@example.org
S3786,Heather Patel,Data Science,1st,halljeffrey@example.org
S3787,Nicholas Gibson,Data Science,3rd,oreed@example.org
S3788,Robert Love,Data Science,1st,markpatton@example.com
S3789,Mindy Martin,Engineering,1st,robertadams@example.org
S3790,Megan Abbott,Engineering,3rd,colton67@example.net
S3791,Lauren Smith,Engineering,2nd,travisbarnes@example.net
S3792,Geoffrey Shaw,Computer Science,3rd,fsmith@example.com
S3793,Jamie Lee,Engineering,3rd,alambert@example.com
S3794,Peter Gonzalez,Engineering,2nd,brenda22@example.org
S3795,Katie Gentry,Data Science,4th,cindy11@example.org
S3796,Cameron Beltran,Data Science,4th,oward@example.org
S3797,Walter Clark,Business Analytics,4th,summerjoseph@example.com
S3798,Stacey Smith,Computer Science,3rd,jsanford@example.net
S3799,Joseph Lewis,Computer Science,3rd,martinyolanda@example.com
S3800,Margaret Stevens,Data Science,2nd,tramos@example.net
S3801,Jason Brooks,Engineering,1st,taylorbeard@example.net
S3802,Tristan Willis,Data Science,4th,deannagalvan@example.org
S3803,Monica Hernandez,Computer Science,1st,sararogers@example.com
S3804,Amber Roberts,Engineering,1st,hornelori@example.org
S3805,Douglas Dalton,Computer Science,1st,smiller@example.net
S3806,Joseph Davis,Data Science,2nd,yhall@example.org
S3807,Daniel Miller,Data Science,4th,berryadam@example.org
S3808,Alexandra Knapp,Business Analytics,4th,jesse77@example.com
S3809,Jeanne Ross,Computer Science,1st,martinezdavid@example.com
S3810,Ivan Melton,Engineering,4th,mcleanemily@example.org
S3811,Katherine Griffin,Computer Science,1st,castillochristina@example.net
S3812,Bryan Reyes,Engineering,3rd,spayne@example.org
S3813,Mr. James Barrett DDS,Engineering,2nd,jenniferross@example.org
S3814,Rachel Stewart,Engineering,3rd,thenderson@example.net
S3815,Eric Newton,Computer Science,4th,bensonrichard@example.com
S3816,Michelle Shaw,Data Science,1st,ywhite@example.com
S3817,Melissa Moore,Engineering,1st,aodonnell@example.org
S3818,Allen Allen,Business Analytics,3rd,robersonjustin@example.net
S3819,Julie Ferguson,Computer Science,3rd,rhorn@example.com
S3820,David Webster,Data Science,3rd,kevin23@example.com
S3821,Kevin Riggs,Data Science,3rd,billford@example.org
S3822,Amanda Nelson,Computer Science,3rd,larry29@example.net
S3823,Taylor Tate,Data Science,4th,mackenzienixon@example.net
S3824,Lisa Coleman,Engineering,3rd,matthew86@example.org
S3825,Matthew Stewart,Business Analytics,4th,ocain@example.com
S3826,James Jenkins,Business Analytics,3rd,summersjohn@example.org
S3827,Tom Hall,Data Science,2nd,rodgersjustin@example.org
S3828,Amy Brown,Engineering,1st,tcarson@example.org
S3829,Jesse Peterson,Engineering,1st,kentjose@example.com
S3830,Matthew Leonard,Computer Science,3rd,dixonchristina@example.com
S3831,Paul Salazar,Data Science,3rd,curtisjohnson@example.net
S3832,Nicholas Webb,Computer Science,1st,elizabeth81@example.org
S3833,Robert Morales,Engineering,2nd,brittanysmith@example.net
S3834,Scott Taylor,Data Science,3rd,timothyperry@example.com
S3835,Tracy Serrano,Data Science,2nd,tapiamichelle@example.org
S3836,Stacy Hale,Business Analytics,2nd,kbarker@example.net
S3837,John Anderson,Business Analytics,2nd,kelsey36@example.com
S3838,Diane Sloan,Engineering,3rd,jshaw@example.org
S3839,Kyle Luna,Data Science,1st,rclark@example.com
S3840,Gina Jones,Business Analytics,3rd,zmoore@example.org
S3841,Marissa Reynolds,Engineering,3rd,hbaker@example.net
S3842,Joseph Trevino,Engineering,3rd,riosashley@example.org
S3843,Lauren Wilcox,Computer Science,2nd,mirandadunlap@example.net
S3844,Bridget Harris,Engineering,1st,dana84@example.org
S3845,Billy Mccoy,Computer Science,1st,nolanlydia@example.com
S3846,Mr. Rodney Bradley,Computer Science,3rd,fwallace@example.org
S3847,Christopher Vasquez,Computer Science,3rd,xgarcia@example.org
S3848,James Humphrey,Engineering,2nd,sarahjordan@example.org
S3849,Cassandra Strong,Engineering,2nd,james78@example.net
S3850,Brent Miller,Engineering,3rd,christina03@example.net
S3851,Douglas Sweeney,Computer Science,1st,nwilson@example.org
S3852,Mark Holt,Computer Science,4th,khutchinson@example.com
S3853,Timothy Brown,Engineering,2nd,eddiemorrow@example.net
S3854,Tyler Patton,Computer Science,1st,dwolfe@example.org
S3855,Susan Krause MD,Data Science,4th,tarachen@example.com
S3856,Dean Smith,Engineering,1st,stacey54@example.org
S3857,Carolyn Gomez,Business Analytics,2nd,shawnhoover@example.org
S3858,Victoria Wilson,Engineering,3rd,brettlutz@example.net
S3859,Caleb Turner,Data Science,2nd,nichole27@example.net
S3860,Jennifer Lambert,Data Science,3rd,carrie94@example.com
S3861,Charles White,Computer Science,1st,yspencer@example.net
S3862,Corey Spencer,Business Analytics,3rd,justin21@example.net
S3863,Johnny Ross,Engineering,1st,garciaroberto@example.org
S3864,Christopher Smith,Business Analytics,3rd,owilliams@example.net
S3865,Christine Jordan,Business Analytics,2nd,nnichols@example.org
S3866,Sharon Weaver,Business Analytics,1st,brandy46@example.net
S3867,Andrew Curry,Business Analytics,1st,xvargas@example.com
S3868,James Stein,Data Science,3rd,wsnyder@example.org
S3869,Amber Morse,Computer Science,2nd,agreen@example.org
S3870,Stacy Dawson,Data Science,4th,leeholly@example.net
S3871,Sarah Edwards,Data Science,1st,jenniferhill@example.net
S3872,Latoya Williams,Business Analytics,4th,johnvasquez@example.com
S3873,Kevin Rodriguez,Engineering,2nd,dianedavis@example.org
S3874,Tracy Olson,Computer Science,3rd,williamsjoseph@example.net
S3875,Eric Thomas,Data Science,2nd,rogerslaura@example.com
S3876,Whitney Sims,Computer Science,1st,sheltonkristina@example.com
S3877,Holly Hood,Engineering,4th,marc14@example.com
S3878,Jeremiah Martin,Computer Science,4th,loganpineda@example.org
S3879,Erin Myers,Computer Science,3rd,zallen@example.org
S3880,Mr. Dave Jordan,Business Analytics,1st,johnrichardson@example.com
S3881,James Young,Computer Science,4th,jason18@example.net
S3882,Tamara Sweeney,Engineering,4th,jacqueline87@example.org
S3883,Daniel Morrison,Computer Science,2nd,bdavis@example.net
S3884,Charles Walker,Business Analytics,1st,ygregory@example.org
S3885,Tracy Vargas,Data Science,2nd,cvaldez@example.net
S3886,Samuel Foster,Engineering,4th,cervantesadrian@example.org
S3887,Edward Carpenter,Computer Science,4th,yrodriguez@example.com
S3888,Glenn Harris,Engineering,4th,kyle22@example.org
S3889,Tamara Torres,Engineering,2nd,mia82@example.com
S3890,Misty Williams,Computer Science,1st,qskinner@example.org
S3891,Justin Johnson,Engineering,4th,jsilva@example.com
S3892,Mary Johnson,Computer Science,2nd,michelle21@example.net
S3893,Stephen Tanner,Data Science,4th,grantdiane@example.com
S3894,Lauren Sutton,Data Science,4th,norma33@example.net
S3895,Louis Thornton,Business Analytics,2nd,forbesedward@example.org
S3896,Amanda Carr,Computer Science,1st,thomas95@example.com
S3897,Raymond Green,Business Analytics,4th,fhill@example.net
S3898,Hannah Perry,Engineering,1st,steve59@example.net
S3899,Allison Perez,Data Science,1st,lgarcia@example.com
